ID,Nombre_Tarea,Categoria_Principal,Subcategoria,Indoor_Outdoor,Tiempo_Estimado_Minutos,Requiere_Ubicacion,API_Categoria,Descripcion
150,Hacer una ruta en bicicleta por la reserva natural,Deportes al Aire Libre,Ciclismo,Outdoor,180,True,,Disfruta de Hacer una ruta en bicicleta por la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
151,Hacer snorkel en el centro histórico,Actividades Acuáticas,Natación,Outdoor,120,True,,Disfruta de Hacer snorkel en el centro histórico al aire libre dentro de la categoría de Actividades Acuáticas
155,Correr por senderos naturales en el lago,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Correr por senderos naturales en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
157,Correr al amanecer por la montaña,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Correr al amanecer por la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
159,Hacer sprints en la sierra,Deportes al Aire Libre,Running,Outdoor,60,True,,Disfruta de Hacer sprints en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
161,Mantener un jardín comunitario en el centro histórico,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,90,True,,Disfruta de Mantener un jardín comunitario en el centro histórico al aire libre dentro de la categoría de Jardinería y Agricultura
162,Tomar una clase de longboard en la playa local,Actividades Acuáticas,Surf,Outdoor,180,True,,Disfruta de Tomar una clase de longboard en la playa local al aire libre dentro de la categoría de Actividades Acuáticas
163,Hacer ejercicios técnicos de voleibol en la reserva natural,Deportes de Equipo,Voleibol,Outdoor,90,True,,Disfruta de Hacer ejercicios técnicos de voleibol en la reserva natural al aire libre dentro de la categoría de Deportes de Equipo
170,Pintar paisajes al aire libre en el lago,Arte al Aire Libre,Pintura,Outdoor,240,True,,Disfruta de Pintar paisajes al aire libre en el lago al aire libre dentro de la categoría de Arte al Aire Libre
171,Nadar en aguas abiertas en la reserva natural,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Nadar en aguas abiertas en la reserva natural al aire libre dentro de la categoría de Actividades Acuáticas
172,Nadar en aguas abiertas en el jardín botánico,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Nadar en aguas abiertas en el jardín botánico al aire libre dentro de la categoría de Actividades Acuáticas
175,Hacer ejercicios de tiro en el lago,Deportes de Equipo,Baloncesto,Outdoor,180,True,,Disfruta de Hacer ejercicios de tiro en el lago al aire libre dentro de la categoría de Deportes de Equipo
176,Participar en una excursión ciclista de 20 km,Deportes al Aire Libre,Ciclismo,Outdoor,60,True,,Disfruta de Participar en una excursión ciclista de 20 km al aire libre dentro de la categoría de Deportes al Aire Libre
178,Entrenar para una media maratón en el valle,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Entrenar para una media maratón en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
181,Hacer camping salvaje en el parque local,Aventura y Exploración,Campamento,Outdoor,60,True,,Disfruta de Hacer camping salvaje en el parque local al aire libre dentro de la categoría de Aventura y Exploración
185,Hacer sprints en el jardín botánico,Deportes al Aire Libre,Running,Outdoor,90,True,,Disfruta de Hacer sprints en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
187,Explorar lugares secretos de La Coruña,Aventura y Exploración,Exploración Urbana,Outdoor,120,True,,Disfruta de Explorar lugares secretos de La Coruña al aire libre dentro de la categoría de Aventura y Exploración
191,Hacer paddle surf en el bosque,Actividades Acuáticas,Surf,Outdoor,240,True,,Disfruta de Hacer paddle surf en el bosque al aire libre dentro de la categoría de Actividades Acuáticas
192,Explorar caches misteriosos en el centro histórico,Aventura y Exploración,Geocaching,Outdoor,240,True,,Disfruta de Explorar caches misteriosos en el centro histórico al aire libre dentro de la categoría de Aventura y Exploración
193,Correr con un grupo de running en el bosque,Deportes al Aire Libre,Running,Outdoor,60,True,,Disfruta de Correr con un grupo de running en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
195,Organizar un partido amistoso en el valle,Deportes de Equipo,Fútbol,Outdoor,120,True,,Disfruta de Organizar un partido amistoso en el valle al aire libre dentro de la categoría de Deportes de Equipo
196,Hacer una sesión fotográfica en el lago,Arte al Aire Libre,Fotografía,Outdoor,180,True,,Disfruta de Hacer una sesión fotográfica en el lago al aire libre dentro de la categoría de Arte al Aire Libre
198,Buscar tesoros de geocaching en la reserva natural,Aventura y Exploración,Geocaching,Outdoor,240,True,,Disfruta de Buscar tesoros de geocaching en la reserva natural al aire libre dentro de la categoría de Aventura y Exploración
199,Hacer bocetos de naturaleza en el lago,Arte al Aire Libre,Pintura,Outdoor,90,True,,Disfruta de Hacer bocetos de naturaleza en el lago al aire libre dentro de la categoría de Arte al Aire Libre
200,Hacer una caminata por el jardín botánico,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Hacer una caminata por el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
4,Jugar voleibol playa en el jardín botánico,Deportes de Equipo,Voleibol,Outdoor,60,True,,Disfruta de Jugar voleibol playa en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
5,Explorar barrios antiguos de Valencia,Aventura y Exploración,Exploración Urbana,Outdoor,60,True,,Disfruta de Explorar barrios antiguos de Valencia al aire libre dentro de la categoría de Aventura y Exploración
7,Hacer entrenamiento de fútbol en el parque local,Deportes de Equipo,Fútbol,Outdoor,30,True,,Disfruta de Hacer entrenamiento de fútbol en el parque local al aire libre dentro de la categoría de Deportes de Equipo
9,Organizar un partido amistoso en la reserva natural,Deportes de Equipo,Fútbol,Outdoor,60,True,,Disfruta de Organizar un partido amistoso en la reserva natural al aire libre dentro de la categoría de Deportes de Equipo
17,Correr por senderos naturales en la montaña,Deportes al Aire Libre,Running,Outdoor,60,True,,Disfruta de Correr por senderos naturales en la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
18,Correr 20 km en el centro histórico,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Correr 20 km en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
19,Hacer una caminata por el centro histórico,Deportes al Aire Libre,Senderismo,Outdoor,30,True,,Disfruta de Hacer una caminata por el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
20,Hacer mantenimiento del huerto en el bosque,Jardinería y Agricultura,Huerto Urbano,Outdoor,90,True,,Disfruta de Hacer mantenimiento del huerto en el bosque al aire libre dentro de la categoría de Jardinería y Agricultura
24,Hacer ejercicios de natación en el parque local,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Hacer ejercicios de natación en el parque local al aire libre dentro de la categoría de Actividades Acuáticas
26,Cultivar plantas aromáticas en el parque local,Jardinería y Agricultura,Huerto Urbano,Outdoor,30,True,,Disfruta de Cultivar plantas aromáticas en el parque local al aire libre dentro de la categoría de Jardinería y Agricultura
31,Cultivar verduras de temporada en la reserva natural,Jardinería y Agricultura,Huerto Urbano,Outdoor,180,True,,Disfruta de Cultivar verduras de temporada en la reserva natural al aire libre dentro de la categoría de Jardinería y Agricultura
32,Hacer escalada en roca natural en el centro histórico,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Hacer escalada en roca natural en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
36,Organizar un partido de voleibol en el bosque,Deportes de Equipo,Voleibol,Outdoor,60,True,,Disfruta de Organizar un partido de voleibol en el bosque al aire libre dentro de la categoría de Deportes de Equipo
38,Hacer camping salvaje en el jardín botánico,Aventura y Exploración,Campamento,Outdoor,120,True,,Disfruta de Hacer camping salvaje en el jardín botánico al aire libre dentro de la categoría de Aventura y Exploración
47,Cultivar plantas aromáticas en el centro histórico,Jardinería y Agricultura,Huerto Urbano,Outdoor,240,True,,Disfruta de Cultivar plantas aromáticas en el centro histórico al aire libre dentro de la categoría de Jardinería y Agricultura
48,Fotografiar arte callejero en el valle,Arte al Aire Libre,Fotografía,Outdoor,120,True,,Disfruta de Fotografiar arte callejero en el valle al aire libre dentro de la categoría de Arte al Aire Libre
49,Buscar tesoros de geocaching en la playa,Aventura y Exploración,Geocaching,Outdoor,180,True,,Disfruta de Buscar tesoros de geocaching en la playa al aire libre dentro de la categoría de Aventura y Exploración
51,Entrenar para una media maratón en la montaña,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Entrenar para una media maratón en la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
52,Trabajar en el huerto comunitario de el parque local,Jardinería y Agricultura,Huerto Urbano,Outdoor,120,True,,Disfruta de Trabajar en el huerto comunitario de el parque local al aire libre dentro de la categoría de Jardinería y Agricultura
53,Participar en una excursión en kayak por el valle,Actividades Acuáticas,Kayak,Outdoor,240,True,,Disfruta de Participar en una excursión en kayak por el valle al aire libre dentro de la categoría de Actividades Acuáticas
55,Hacer una ruta de cicloturismo por la sierra,Deportes al Aire Libre,Ciclismo,Outdoor,60,True,,Disfruta de Hacer una ruta de cicloturismo por la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
58,Hacer una caminata por la playa,Deportes al Aire Libre,Senderismo,Outdoor,180,True,,Disfruta de Hacer una caminata por la playa al aire libre dentro de la categoría de Deportes al Aire Libre
59,Practicar técnicas de surf en la playa del faro,Actividades Acuáticas,Surf,Outdoor,180,True,,Disfruta de Practicar técnicas de surf en la playa del faro al aire libre dentro de la categoría de Actividades Acuáticas
60,Pintar junto al la montaña,Arte al Aire Libre,Pintura,Outdoor,90,True,,Disfruta de Pintar junto al la montaña al aire libre dentro de la categoría de Arte al Aire Libre
62,Hacer ciclismo de carretera en la costa,Deportes al Aire Libre,Ciclismo,Outdoor,30,True,,Disfruta de Hacer ciclismo de carretera en la costa al aire libre dentro de la categoría de Deportes al Aire Libre
63,Mantener un jardín comunitario en la sierra,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,120,True,,Disfruta de Mantener un jardín comunitario en la sierra al aire libre dentro de la categoría de Jardinería y Agricultura
68,Correr 15 km en la sierra,Deportes al Aire Libre,Running,Outdoor,60,True,,Disfruta de Correr 15 km en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
72,Hacer una ruta de cicloturismo por la reserva natural,Deportes al Aire Libre,Ciclismo,Outdoor,120,True,,Disfruta de Hacer una ruta de cicloturismo por la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
75,Hacer kayak de aguas bravas en el río urbano,Actividades Acuáticas,Kayak,Outdoor,180,True,,Disfruta de Hacer kayak de aguas bravas en el río urbano al aire libre dentro de la categoría de Actividades Acuáticas
78,Fotografiar el amanecer en el valle,Arte al Aire Libre,Fotografía,Outdoor,90,True,,Disfruta de Fotografiar el amanecer en el valle al aire libre dentro de la categoría de Arte al Aire Libre
87,Jugar baloncesto en la montaña,Deportes de Equipo,Baloncesto,Outdoor,120,True,,Disfruta de Jugar baloncesto en la montaña al aire libre dentro de la categoría de Deportes de Equipo
90,Hacer camping junto al el valle,Aventura y Exploración,Campamento,Outdoor,30,True,,Disfruta de Hacer camping junto al el valle al aire libre dentro de la categoría de Aventura y Exploración
91,Hacer descenso en bicicleta en la sierra,Deportes al Aire Libre,Ciclismo,Outdoor,60,True,,Disfruta de Hacer descenso en bicicleta en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
95,Hacer kayak de mar en la playa,Actividades Acuáticas,Kayak,Outdoor,90,True,,Disfruta de Hacer kayak de mar en la playa al aire libre dentro de la categoría de Actividades Acuáticas
102,Plantar árboles en el valle,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,120,True,,Disfruta de Plantar árboles en el valle al aire libre dentro de la categoría de Jardinería y Agricultura
103,Participar en una excursión en kayak por la montaña,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Participar en una excursión en kayak por la montaña al aire libre dentro de la categoría de Actividades Acuáticas
105,Organizar un partido amistoso en el jardín botánico,Deportes de Equipo,Fútbol,Outdoor,30,True,,Disfruta de Organizar un partido amistoso en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
107,Nadar en aguas abiertas en el centro histórico,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Nadar en aguas abiertas en el centro histórico al aire libre dentro de la categoría de Actividades Acuáticas
115,Participar en un multi-cache en la montaña,Aventura y Exploración,Geocaching,Outdoor,30,True,,Disfruta de Participar en un multi-cache en la montaña al aire libre dentro de la categoría de Aventura y Exploración
122,Hacer snorkel en la reserva natural,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Hacer snorkel en la reserva natural al aire libre dentro de la categoría de Actividades Acuáticas
124,Hacer escalada deportiva en el parque local,Deportes al Aire Libre,Escalada,Outdoor,120,True,,Disfruta de Hacer escalada deportiva en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
126,Organizar un partido amistoso en la playa,Deportes de Equipo,Fútbol,Outdoor,60,True,,Disfruta de Organizar un partido amistoso en la playa al aire libre dentro de la categoría de Deportes de Equipo
127,Hacer una ruta panorámica en bicicleta por la sierra,Deportes al Aire Libre,Ciclismo,Outdoor,30,True,,Disfruta de Hacer una ruta panorámica en bicicleta por la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
130,Explorar senderos históricos en el parque local,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Explorar senderos históricos en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
132,Hacer camping salvaje en la montaña,Aventura y Exploración,Campamento,Outdoor,180,True,,Disfruta de Hacer camping salvaje en la montaña al aire libre dentro de la categoría de Aventura y Exploración
135,Hacer snorkel en el jardín botánico,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Hacer snorkel en el jardín botánico al aire libre dentro de la categoría de Actividades Acuáticas
138,Trabajar en el huerto comunitario de la sierra,Jardinería y Agricultura,Huerto Urbano,Outdoor,60,True,,Disfruta de Trabajar en el huerto comunitario de la sierra al aire libre dentro de la categoría de Jardinería y Agricultura
143,Explorar un sendero nuevo en el jardín botánico,Deportes al Aire Libre,Senderismo,Outdoor,180,True,,Disfruta de Explorar un sendero nuevo en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
144,Hacer ejercicios técnicos de voleibol en la sierra,Deportes de Equipo,Voleibol,Outdoor,30,True,,Disfruta de Hacer ejercicios técnicos de voleibol en la sierra al aire libre dentro de la categoría de Deportes de Equipo
145,Practicar técnicas de escalada en el lago,Deportes al Aire Libre,Escalada,Outdoor,30,True,,Disfruta de Practicar técnicas de escalada en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
147,Participar en una ruta interpretativa por el jardín botánico,Deportes al Aire Libre,Senderismo,Outdoor,60,True,,Disfruta de Participar en una ruta interpretativa por el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
149,Explorar senderos históricos en la montaña,Deportes al Aire Libre,Senderismo,Outdoor,60,True,,Disfruta de Explorar senderos históricos en la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
152,Correr al amanecer por el jardín botánico,Deportes al Aire Libre,Running,Outdoor,90,True,,Disfruta de Correr al amanecer por el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
155,Explorar barrios antiguos de Málaga,Aventura y Exploración,Exploración Urbana,Outdoor,240,True,,Disfruta de Explorar barrios antiguos de Málaga al aire libre dentro de la categoría de Aventura y Exploración
158,Hacer ejercicios técnicos de voleibol en el jardín botánico,Deportes de Equipo,Voleibol,Outdoor,90,True,,Disfruta de Hacer ejercicios técnicos de voleibol en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
167,Practicar técnicas de kayak en el lago,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Practicar técnicas de kayak en el lago al aire libre dentro de la categoría de Actividades Acuáticas
169,Fotografiar mercados en la montaña,Arte al Aire Libre,Fotografía,Outdoor,60,True,,Disfruta de Fotografiar mercados en la montaña al aire libre dentro de la categoría de Arte al Aire Libre
170,Hacer ejercicios de tiro en la sierra,Deportes de Equipo,Baloncesto,Outdoor,30,True,,Disfruta de Hacer ejercicios de tiro en la sierra al aire libre dentro de la categoría de Deportes de Equipo
171,Hacer trekking de extrema en la reserva natural,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Hacer trekking de extrema en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
174,Plantar árboles en el jardín botánico,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,120,True,,Disfruta de Plantar árboles en el jardín botánico al aire libre dentro de la categoría de Jardinería y Agricultura
175,Plantar árboles en la sierra,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,90,True,,Disfruta de Plantar árboles en la sierra al aire libre dentro de la categoría de Jardinería y Agricultura
176,Entrenar para una media maratón en la sierra,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Entrenar para una media maratón en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
179,Correr 20 km en el parque local,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Correr 20 km en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
181,Hacer trekking de alta en el centro histórico,Deportes al Aire Libre,Senderismo,Outdoor,90,True,,Disfruta de Hacer trekking de alta en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
182,Hacer un entrenamiento de cuestas en la reserva natural,Deportes al Aire Libre,Running,Outdoor,60,True,,Disfruta de Hacer un entrenamiento de cuestas en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
183,Pintar junto al la sierra,Arte al Aire Libre,Pintura,Outdoor,90,True,,Disfruta de Pintar junto al la sierra al aire libre dentro de la categoría de Arte al Aire Libre
185,Hacer kayak de aguas bravas en el río de montaña,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Hacer kayak de aguas bravas en el río de montaña al aire libre dentro de la categoría de Actividades Acuáticas
187,Jugar baloncesto en el parque local,Deportes de Equipo,Baloncesto,Outdoor,180,True,,Disfruta de Jugar baloncesto en el parque local al aire libre dentro de la categoría de Deportes de Equipo
190,Hacer una travesía a nado en la montaña,Actividades Acuáticas,Natación,Outdoor,240,True,,Disfruta de Hacer una travesía a nado en la montaña al aire libre dentro de la categoría de Actividades Acuáticas
194,Organizar un partido de voleibol en la playa,Deportes de Equipo,Voleibol,Outdoor,240,True,,Disfruta de Organizar un partido de voleibol en la playa al aire libre dentro de la categoría de Deportes de Equipo
195,Hacer entrenamiento de natación en el bosque,Actividades Acuáticas,Natación,Outdoor,120,True,,Disfruta de Hacer entrenamiento de natación en el bosque al aire libre dentro de la categoría de Actividades Acuáticas
197,Hacer trekking de alta en el lago,Deportes al Aire Libre,Senderismo,Outdoor,90,True,,Disfruta de Hacer trekking de alta en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
199,Hacer una ruta panorámica en bicicleta por la reserva natural,Deportes al Aire Libre,Ciclismo,Outdoor,60,True,,Disfruta de Hacer una ruta panorámica en bicicleta por la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
2,Explorar ruinas abandonadas en la reserva natural,Aventura y Exploración,Exploración Urbana,Outdoor,30,True,,Disfruta de Explorar ruinas abandonadas en la reserva natural al aire libre dentro de la categoría de Aventura y Exploración
11,Entrenar para una media maratón en la playa,Deportes al Aire Libre,Running,Outdoor,90,True,,Disfruta de Entrenar para una media maratón en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
19,Cultivar plantas aromáticas en el bosque,Jardinería y Agricultura,Huerto Urbano,Outdoor,240,True,,Disfruta de Cultivar plantas aromáticas en el bosque al aire libre dentro de la categoría de Jardinería y Agricultura
22,Jugar un partido de fútbol en la sierra,Deportes de Equipo,Fútbol,Outdoor,180,True,,Disfruta de Jugar un partido de fútbol en la sierra al aire libre dentro de la categoría de Deportes de Equipo
23,Hacer camping junto al el jardín botánico,Aventura y Exploración,Campamento,Outdoor,240,True,,Disfruta de Hacer camping junto al el jardín botánico al aire libre dentro de la categoría de Aventura y Exploración
33,Cultivar verduras de temporada en el centro histórico,Jardinería y Agricultura,Huerto Urbano,Outdoor,120,True,,Disfruta de Cultivar verduras de temporada en el centro histórico al aire libre dentro de la categoría de Jardinería y Agricultura
36,Hacer escalada en roca natural en el parque local,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Hacer escalada en roca natural en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
38,Explorar ruinas abandonadas en el parque local,Aventura y Exploración,Exploración Urbana,Outdoor,180,True,,Disfruta de Explorar ruinas abandonadas en el parque local al aire libre dentro de la categoría de Aventura y Exploración
39,Jugar fútbol playa en el jardín botánico,Deportes de Equipo,Fútbol,Outdoor,180,True,,Disfruta de Jugar fútbol playa en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
41,Pintar escenas urbanas en el bosque,Arte al Aire Libre,Pintura,Outdoor,30,True,,Disfruta de Pintar escenas urbanas en el bosque al aire libre dentro de la categoría de Arte al Aire Libre
43,Hacer una ruta en bicicleta por el bosque,Deportes al Aire Libre,Ciclismo,Outdoor,90,True,,Disfruta de Hacer una ruta en bicicleta por el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
45,Cultivar plantas aromáticas en el jardín botánico,Jardinería y Agricultura,Huerto Urbano,Outdoor,90,True,,Disfruta de Cultivar plantas aromáticas en el jardín botánico al aire libre dentro de la categoría de Jardinería y Agricultura
48,Acampar en la sierra,Aventura y Exploración,Campamento,Outdoor,240,True,,Disfruta de Acampar en la sierra al aire libre dentro de la categoría de Aventura y Exploración
51,Jugar voleibol playa en el lago,Deportes de Equipo,Voleibol,Outdoor,240,True,,Disfruta de Jugar voleibol playa en el lago al aire libre dentro de la categoría de Deportes de Equipo
54,Jugar fútbol playa en el parque local,Deportes de Equipo,Fútbol,Outdoor,90,True,,Disfruta de Jugar fútbol playa en el parque local al aire libre dentro de la categoría de Deportes de Equipo
56,Participar en un multi-cache en el lago,Aventura y Exploración,Geocaching,Outdoor,180,True,,Disfruta de Participar en un multi-cache en el lago al aire libre dentro de la categoría de Aventura y Exploración
59,Participar en una excursión guiada por el centro histórico,Deportes al Aire Libre,Senderismo,Outdoor,90,True,,Disfruta de Participar en una excursión guiada por el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
60,Hacer kayak de mar en el centro histórico,Actividades Acuáticas,Kayak,Outdoor,240,True,,Disfruta de Hacer kayak de mar en el centro histórico al aire libre dentro de la categoría de Actividades Acuáticas
63,Cultivar verduras de temporada en el bosque,Jardinería y Agricultura,Huerto Urbano,Outdoor,240,True,,Disfruta de Cultivar verduras de temporada en el bosque al aire libre dentro de la categoría de Jardinería y Agricultura
71,Hacer una ruta en bicicleta por la sierra,Deportes al Aire Libre,Ciclismo,Outdoor,90,True,,Disfruta de Hacer una ruta en bicicleta por la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
79,Hacer una acampada familiar en la playa,Aventura y Exploración,Campamento,Outdoor,180,True,,Disfruta de Hacer una acampada familiar en la playa al aire libre dentro de la categoría de Aventura y Exploración
87,Hacer descenso en bicicleta en la reserva natural,Deportes al Aire Libre,Ciclismo,Outdoor,120,True,,Disfruta de Hacer descenso en bicicleta en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
89,Hacer mantenimiento del huerto en la playa,Jardinería y Agricultura,Huerto Urbano,Outdoor,60,True,,Disfruta de Hacer mantenimiento del huerto en la playa al aire libre dentro de la categoría de Jardinería y Agricultura
90,Hacer entrenamiento de natación en la sierra,Actividades Acuáticas,Natación,Outdoor,60,True,,Disfruta de Hacer entrenamiento de natación en la sierra al aire libre dentro de la categoría de Actividades Acuáticas
101,Hacer una excursión fotográfica por el jardín botánico,Deportes al Aire Libre,Senderismo,Outdoor,90,True,,Disfruta de Hacer una excursión fotográfica por el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
111,Hacer escalada tradicional en la reserva natural,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Hacer escalada tradicional en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
112,Hacer bodyboard en la playa sur,Actividades Acuáticas,Surf,Outdoor,30,True,,Disfruta de Hacer bodyboard en la playa sur al aire libre dentro de la categoría de Actividades Acuáticas
114,Practicar técnicas de kayak en la sierra,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Practicar técnicas de kayak en la sierra al aire libre dentro de la categoría de Actividades Acuáticas
119,Correr por senderos naturales en el centro histórico,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Correr por senderos naturales en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
123,Hacer paddle surf en el centro histórico,Actividades Acuáticas,Surf,Outdoor,30,True,,Disfruta de Hacer paddle surf en el centro histórico al aire libre dentro de la categoría de Actividades Acuáticas
125,Practicar técnicas de escalada en el parque local,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Practicar técnicas de escalada en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
127,Jugar un partido de fútbol en la montaña,Deportes de Equipo,Fútbol,Outdoor,30,True,,Disfruta de Jugar un partido de fútbol en la montaña al aire libre dentro de la categoría de Deportes de Equipo
128,Participar en una excursión guiada por el jardín botánico,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Participar en una excursión guiada por el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
133,Hacer ejercicios técnicos de fútbol en la sierra,Deportes de Equipo,Fútbol,Outdoor,60,True,,Disfruta de Hacer ejercicios técnicos de fútbol en la sierra al aire libre dentro de la categoría de Deportes de Equipo
134,Organizar un partido amistoso en la montaña,Deportes de Equipo,Fútbol,Outdoor,180,True,,Disfruta de Organizar un partido amistoso en la montaña al aire libre dentro de la categoría de Deportes de Equipo
139,Pintar junto al el lago,Arte al Aire Libre,Pintura,Outdoor,60,True,,Disfruta de Pintar junto al el lago al aire libre dentro de la categoría de Arte al Aire Libre
147,Buscar tesoros de geocaching en el bosque,Aventura y Exploración,Geocaching,Outdoor,240,True,,Disfruta de Buscar tesoros de geocaching en el bosque al aire libre dentro de la categoría de Aventura y Exploración
148,Explorar lugares secretos de Sevilla,Aventura y Exploración,Exploración Urbana,Outdoor,180,True,,Disfruta de Explorar lugares secretos de Sevilla al aire libre dentro de la categoría de Aventura y Exploración
151,Explorar senderos en mountain bike por la montaña,Deportes al Aire Libre,Ciclismo,Outdoor,240,True,,Disfruta de Explorar senderos en mountain bike por la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
152,Hacer sprints en la reserva natural,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Hacer sprints en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
159,Hacer una ruta de cicloturismo por la playa,Deportes al Aire Libre,Ciclismo,Outdoor,60,True,,Disfruta de Hacer una ruta de cicloturismo por la playa al aire libre dentro de la categoría de Deportes al Aire Libre
160,Hacer una ruta de varios largos en la montaña,Deportes al Aire Libre,Escalada,Outdoor,60,True,,Disfruta de Hacer una ruta de varios largos en la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
163,Hacer una ruta en bicicleta por el parque local,Deportes al Aire Libre,Ciclismo,Outdoor,30,True,,Disfruta de Hacer una ruta en bicicleta por el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
168,Hacer ejercicios técnicos de voleibol en la montaña,Deportes de Equipo,Voleibol,Outdoor,30,True,,Disfruta de Hacer ejercicios técnicos de voleibol en la montaña al aire libre dentro de la categoría de Deportes de Equipo
173,Explorar caches misteriosos en la montaña,Aventura y Exploración,Geocaching,Outdoor,120,True,,Disfruta de Explorar caches misteriosos en la montaña al aire libre dentro de la categoría de Aventura y Exploración
182,Practicar natación de larga distancia en el parque local,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Practicar natación de larga distancia en el parque local al aire libre dentro de la categoría de Actividades Acuáticas
